"Type";"NOM";"CP";"COMMUNE";"SOUS_TYPE";"FAUTEUIL";"ECRAN";"GCD";"LATTI";"LONGI";"ORGANISME";"Public";"URL"
"Cinéma";"Colisee";"55000";"Bar-le-Duc";"Cinéma";617;5;"2 - Centres urbains intermédiaires";48.775088;5.160512;"";"";""
"Cinéma";"Cinema Lux";"55600";"Montmédy";"Cinéma";98;1;"5 - Bourgs ruraux";49.51989005;5.36286223;"";"";""
"Cinéma";"La Locomotive";"56640";"Arzon";"Cinéma";246;2;"5 - Bourgs ruraux";47.54630013;-2.91237973;"";"";""
"Cinéma";"Ti Hanok";"56400";"Auray";"Cinéma";866;5;"2 - Centres urbains intermédiaires";47.66981426;-2.985582;"";"";""
"Cinéma";"Le Vulcain";"56650";"Inzinzac-Lochrist";"Cinéma";180;1;"4 - Ceintures urbaines";47.82755516;-3.25305895;"";"";""
"Cinéma";"Le Beaumanoir";"56120";"Josselin";"Cinéma";321;1;"5 - Bourgs ruraux";47.953858;-2.545992;"";"";""
"Cinéma";"Le Club";"56500";"Locminé";"Cinéma";228;1;"3 - Petites villes";47.88978748;-2.83600466;"";"";""
"Cinéma";"Rex";"56360";"Le_Palais";"Cinéma";234;1;"5 - Bourgs ruraux";47.3470947;-3.15831876;"";"";""
"Cinéma";"Le Richemont";"56370";"Sarzeau";"Cinéma";318;1;"6 - Rural à habitat dispersé";47.524564;-2.767434;"";"";""
"Cinéma";"Cineville Parc Lann";"56000";"Vannes";"Cinéma";1979;9;"1 - Grands centres urbains";47.670076;-2.792332;"";"";""
"Cinéma";"Star";"73300";"Saint-Jean-de-Maurienne";"Cinéma";265;1;"2 - Centres urbains intermédiaires";45.27755453;6.34814334;"";"";""
"Cinéma";"Espace Culturel Le Savoie";"73140";"Saint-Michel-de-Maurienne";"Cinéma";187;1;"5 - Bourgs ruraux";45.21719894;6.474369;"";"";""
"Cinéma";"Les Gentianes";"73450";"Valloire";"Cinéma";334;1;"6 - Rural à habitat dispersé";45.16432678;6.42857619;"";"";""
"Cinéma";"Nemours";"74600";"Annecy";"Cinéma";448;4;"1 - Grands centres urbains";45.8982261;6.12379257;"";"";""
"Cinéma";"Le Chouca";"74300";"Arâches-la-Frasse";"Cinéma";240;1;"6 - Rural à habitat dispersé";46.042963;6.631059;"";"";""
"Cinéma";"Gaumont";"74160";"Archamps";"Cinéma";2648;12;"4 - Ceintures urbaines";46.13923141;6.12474531;"";"";""
"Cinéma";"Studio 1600";"74300";"Cluses";"Cinéma";256;1;"2 - Centres urbains intermédiaires";46.050618;6.587273;"";"";""
"Cinéma";"Cinetoiles";"74300";"Cluses";"Cinéma";600;1;"2 - Centres urbains intermédiaires";46.058081;6.580638;"";"";""
"Cinéma";"Le Charmieux";"74450";"Le_Grand-Bornand";"Cinéma";150;1;"6 - Rural à habitat dispersé";45.97291286;6.45195981;"";"";""
"Cinéma";"Panoramic";"74120";"Megève";"Cinéma";315;1;"4 - Ceintures urbaines";45.85473979;6.61521419;"";"";""
"Cinéma";"Rex";"74110";"Morzine";"Cinéma";288;1;"5 - Bourgs ruraux";46.179604;6.706652;"";"";""
"Cinéma";"Maison Pour Tous";"74930";"Reignier-Esery";"Cinéma";200;1;"3 - Petites villes";46.153096;6.238556;"";"";""
"Cinéma";"Cine Laudon";"74410";"Saint-Jorioz";"Cinéma";92;1;"4 - Ceintures urbaines";45.83279994;6.16281213;"";"";""
"Cinéma";"Le France";"74200";"Thonon-les-Bains";"Cinéma";412;3;"2 - Centres urbains intermédiaires";46.36988396;6.48133742;"";"";""
"Cinéma";"Ugc Cine Cite Les Halles";"75001";"Paris";"Cinéma";3896;27;"1 - Grands centres urbains";48.86169754;2.34616799;"";"";""
"Cinéma";"Gaumont Opera Premier";"75002";"Paris";"Cinéma";1138;6;"1 - Grands centres urbains";48.87047733;2.33445777;"";"";""
"Cinéma";"Studio Galande";"75005";"Paris";"Cinéma";97;1;"1 - Grands centres urbains";48.85161888;2.34707616;"";"";""
"Cinéma";"Ecoles 21";"75005";"Paris";"Cinéma";200;2;"1 - Grands centres urbains";48.84839824;2.34891707;"";"";""
"Cinéma";"Nouvel Odeon";"75006";"Paris";"Cinéma";119;1;"1 - Grands centres urbains";48.85076407;2.3417475;"";"";""
"Cinéma";"Christine 21";"75006";"Paris";"Cinéma";234;2;"1 - Grands centres urbains";48.85445512;2.3401322;"";"";""
"Cinéma";"Publicis Elysees";"75008";"Paris";"Cinéma";609;2;"1 - Grands centres urbains";48.87278443;2.29723379;"";"";""
"Cinéma";"Majestic Bastille";"75011";"Paris";"Cinéma";356;2;"1 - Grands centres urbains";48.85390731;2.36999681;"";"";""
"Cinéma";"Ugc Lyon Bastille";"75012";"Paris";"Cinéma";1273;7;"1 - Grands centres urbains";48.84750208;2.37185515;"";"";""
"Cinéma";"Ugc  Gobelins";"75013";"Paris";"Cinéma";1169;11;"1 - Grands centres urbains";48.83295294;2.3541474;"";"";""
"Cinéma";"Gaumont Parnasse";"75014";"Paris";"Cinéma";2876;15;"1 - Grands centres urbains";48.84290833;2.32513622;"";"";""
"Cinéma";"Chaplin Saint Lambert";"75015";"Paris";"Cinéma";363;3;"1 - Grands centres urbains";48.84313681;2.2983199;"";"";""
"Cinéma";"Le Paris";"76490";"Rives-en-Seine";"Cinéma";386;1;"6 - Rural à habitat dispersé";49.5255325;0.72699169;"";"";""
"Cinéma";"Les Ecrans";"76220";"Gournay-en-Bray";"Cinéma";319;2;"3 - Petites villes";49.48253796;1.72366783;"";"";""
"Cinéma";"Pathe Docks 76";"76000";"Rouen";"Cinéma";3021;14;"1 - Grands centres urbains";49.44528094;1.06529094;"";"";""
"Cinéma";"Joacasino  (Ex Casino)";"76470";"Le_Tréport";"Cinéma";332;1;"3 - Petites villes";50.06261568;1.36877177;"";"";""
"Cinéma";"Studio 31";"77700";"Chessy";"Cinéma";216;2;"1 - Grands centres urbains";48.85661555;2.77380263;"";"";""
"Cinéma";"Cinema Le Cinq";"77400";"Lagny-sur-Marne";"Cinéma";492;3;"1 - Grands centres urbains";48.87943315;2.7068756;"";"";""
"Cinéma";"Ugc Majestic";"77100";"Meaux";"Cinéma";1129;7;"1 - Grands centres urbains";48.95945;2.882959;"";"";""
"Cinéma";"Varietes";"77000";"Melun";"Cinéma";566;3;"1 - Grands centres urbains";48.53333555;2.65481687;"";"";""
"Cinéma";"La Rotonde";"77550";"Moissy-Cramayel";"Cinéma";349;1;"2 - Centres urbains intermédiaires";48.62866941;2.59004579;"";"";""
"Cinéma";"Cinema  11x20 14";"77520";"Mons-en-Montois";"Cinéma";48;1;"6 - Rural à habitat dispersé";48.48999836;3.14820544;"";"";""
"Cinéma";"La Ferme du Buisson Salle";"77186";"Noisiel";"Cinéma";386;2;"1 - Grands centres urbains";48.84419656;2.62439066;"";"";""
"Cinéma";"La Barbacane";"78650";"Beynes";"Cinéma";292;1;"4 - Ceintures urbaines";48.85571495;1.87601407;"";"";""
"Cinéma";"Cinema du Theatre";"78170";"La_Celle-Saint-Cloud";"Cinéma";319;1;"1 - Grands centres urbains";48.84827978;2.13629574;"";"";""
"Cinéma";"Fontenelle";"78160";"Marly-le-Roi";"Cinéma";336;2;"1 - Grands centres urbains";48.87101031;2.09572951;"";"";""
"Cinéma";"Frederic Dard Club A";"78130";"Les_Mureaux";"Cinéma";360;2;"2 - Centres urbains intermédiaires";48.99385893;1.91074069;"";"";""
"Cinéma";"Le Fauteuil Rouge";"79300";"Bressuire";"Cinéma";813;5;"5 - Bourgs ruraux";46.850232;-0.474956;"";"";""
"Cinéma";"Stella";"79320";"Moncoutant-sur-Sèvre";"Cinéma";295;1;"5 - Bourgs ruraux";46.72361062;-0.58550826;"";"";""
"Cinéma";"La Venise Verte";"79210";"Saint-Hilaire-la-Palud";"Cinéma";251;1;"5 - Bourgs ruraux";46.26286747;-0.71064087;"";"";""
"Cinéma";"Rex";"80100";"Abbeville";"Cinéma";511;3;"2 - Centres urbains intermédiaires";50.10782355;1.83398713;"";"";""
"Cinéma";"Cgr La Sucrerie";"80100";"Abbeville";"Cinéma";1209;8;"2 - Centres urbains intermédiaires";50.11567668;1.82532911;"";"";""
"Cinéma";"Studio Orson Welles (Ex-Petit Theatre)";"80000";"Amiens";"Cinéma";175;1;"1 - Grands centres urbains";49.89417884;2.2932562;"";"";""
"Cinéma";"Theâtre Les Docks";"80800";"Corbie";"Cinéma";338;1;"3 - Petites villes";49.90826442;2.51385104;"";"";""
"Cinéma";"Le Cyrano";"80150";"Crécy-en-Ponthieu";"Cinéma";270;1;"5 - Bourgs ruraux";50.25308244;1.88487802;"";"";""
"Cinéma";"Tivoli";"80600";"Doullens";"Cinéma";98;1;"3 - Petites villes";50.15920258;2.33586843;"";"";""
"Cinéma";"Trianon";"80290";"Poix-de-Picardie";"Cinéma";220;1;"5 - Bourgs ruraux";49.77641755;1.98008717;"";"";""
"Cinéma";"Vox";"80610";"Saint-Ouen";"Cinéma";176;1;"5 - Bourgs ruraux";50.038633;2.123723;"";"";""
"Cinéma";"Cinemovida";"81000";"Albi";"Cinéma";1533;8;"2 - Centres urbains intermédiaires";43.923858;2.14442152;"";"";""
"Cinéma";"Cinema Apollo";"81200";"Mazamet";"Cinéma";585;4;"2 - Centres urbains intermédiaires";43.49310375;2.37574562;"";"";""
"Cinéma";"Cine Select";"81360";"Montredon-Labessonnié";"Cinéma";202;1;"7 - Rural à habitat très dispersé";43.71998919;2.32383187;"";"";""
"Cinéma";"Concorde";"82200";"Moissac";"Cinéma";737;6;"3 - Petites villes";44.10241779;1.08767388;"";"";""
"Cinéma";"Notre Dame des Salle";"83340";"Flassans-sur-Issole";"Cinéma";96;1;"5 - Bourgs ruraux";43.382416;6.204033;"";"";""
"Cinéma";"Maison Pour Tous";"83440";"Montauroux";"Cinéma";284;1;"3 - Petites villes";43.6180691;6.77183792;"";"";""
"Cinéma";"Foyer Jeunesse Et Culture";"83390";"Pierrefeu-du-Var";"Cinéma";100;1;"3 - Petites villes";43.22419;6.144814;"";"";""
"Cinéma";"L Espace des Arts";"83220";"Le_Pradet";"Cinéma";199;1;"1 - Grands centres urbains";43.10683318;6.02824313;"";"";""
"Cinéma";"Salle Polyvalente";"83390";"Puget-Ville";"Cinéma";100;1;"5 - Bourgs ruraux";43.288803;6.130491;"";"";""
"Cinéma";"La Tomette";"83690";"Salernes";"Cinéma";172;1;"5 - Bourgs ruraux";43.56090334;6.23898883;"";"";""
"Cinéma";"Cinema Marc Baron";"83430";"Saint-Mandrier-sur-Mer";"Cinéma";150;1;"4 - Ceintures urbaines";43.0725675;5.92900532;"";"";""
"Cinéma";"Le Luberon";"84120";"Pertuis";"Cinéma";363;3;"2 - Centres urbains intermédiaires";43.69250815;5.49951941;"";"";""
"Cinéma";"Salle Belle Epine";"85120";"La_Châtaigneraie";"Cinéma";160;1;"5 - Bourgs ruraux";46.64800836;-0.74229384;"";"";""
"Cinéma";"Le Roc";"85280";"La_Ferrière";"Cinéma";153;1;"5 - Bourgs ruraux";46.71190177;-1.31438451;"";"";""
"Cinéma";"Le Tigre";"85210";"Sainte-Hermine";"Cinéma";162;1;"6 - Rural à habitat dispersé";46.55722584;-1.05534877;"";"";""
"Cinéma";"Agnes Varda";"85360";"La_Tranche-sur-Mer";"Cinéma";266;2;"5 - Bourgs ruraux";46.3468987;-1.44878062;"";"";""
"Cinéma";"Le Cine-Malice (Ex-Renaissance)";"86400";"Civray";"Cinéma";126;1;"5 - Bourgs ruraux";46.14790853;0.29541968;"";"";""
"Cinéma";"Mega Cgr";"86240";"Fontaine-le-Comte";"Cinéma";1501;8;"5 - Bourgs ruraux";46.52923624;0.28030056;"";"";""
"Cinéma";"Le Kerlouet";"86270";"La_Roche-Posay";"Cinéma";233;1;"6 - Rural à habitat dispersé";46.78498248;0.81098979;"";"";""
"Cinéma";"Salle du College";"86210";"Vouneuil-sur-Vienne";"Cinéma";120;1;"6 - Rural à habitat dispersé";46.716996;0.536753;"";"";""
"Cinéma";"Jean Gabin";"87120";"Eymoutiers";"Cinéma";135;1;"5 - Bourgs ruraux";45.73867782;1.74025964;"";"";""
"Cinéma";"Grand Ecran Ester";"87000";"Limoges";"Cinéma";2465;14;"1 - Grands centres urbains";45.845477;1.276023;"";"";""
"Cinéma";"Lido 2";"87000";"Limoges";"Cinéma";686;3;"1 - Grands centres urbains";45.8331119;1.26486077;"";"";""
"Cinéma";"Arevi";"87500";"Saint-Yrieix-la-Perche";"Cinéma";264;2;"5 - Bourgs ruraux";45.51062;1.20443478;"";"";""
"Cinéma";"Espace Berlioz";"88370";"Plombières-les-Bains";"Cinéma";400;1;"6 - Rural à habitat dispersé";47.96372023;6.45799336;"";"";""
"Cinéma";"Theatre Municipal";"88110";"Raon-l_Etape";"Cinéma";403;1;"3 - Petites villes";48.406279;6.8448;"";"";""
"Cinéma";"Majestic Le France";"88200";"Remiremont";"Cinéma";1029;7;"3 - Petites villes";48.012165;6.601788;"";"";""
"Cinéma";"L Excelsior";"88100";"Saint-Dié-des-Vosges";"Cinéma";96;1;"2 - Centres urbains intermédiaires";48.28438563;6.95243618;"";"";""
"Cinéma";"Alhambra";"88800";"Vittel";"Cinéma";313;1;"5 - Bourgs ruraux";48.20207901;5.94360675;"";"";""
"Cinéma";"Salle Alain Bashung";"89330";"Saint-Julien-du-Sault";"Cinéma";178;1;"5 - Bourgs ruraux";48.03225813;3.29717975;"";"";""
"Cinéma";"Cinema Confluences Sens";"89100";"Sens";"Cinéma";1340;7;"2 - Centres urbains intermédiaires";48.176509;3.284553;"";"";""
"Cinéma";"Buxy";"91800";"Boussy-Saint-Antoine";"Cinéma";797;5;"1 - Grands centres urbains";48.68208265;2.53297373;"";"";""
"Cinéma";"La Rotonde A";"91150";"Etampes";"Cinéma";338;3;"2 - Centres urbains intermédiaires";48.43364175;2.15586688;"";"";""
"Cinéma";"Cinema Confluences Mennecy";"91540";"Mennecy";"Cinéma";324;3;"1 - Grands centres urbains";48.564849;2.441479;"";"";""
"Cinéma";"Cinepal";"91120";"Palaiseau";"Cinéma";545;4;"1 - Grands centres urbains";48.71211706;2.24523626;"";"";""
"Cinéma";"Cinoche 4";"91130";"Ris-Orangis";"Cinéma";291;1;"1 - Grands centres urbains";48.65607871;2.40849309;"";"";""
"Cinéma";"Cinoche";"91130";"Ris-Orangis";"Cinéma";706;3;"1 - Grands centres urbains";48.64708023;2.40209595;"";"";""
"Cinéma";"Calypso A";"91170";"Viry-Châtillon";"Cinéma";551;3;"1 - Grands centres urbains";48.68197517;2.37923662;"";"";""
"Cinéma";"Cinema Paradiso (Ex-Studio 209)";"91330";"Yerres";"Cinéma";214;1;"1 - Grands centres urbains";48.71513454;2.48872504;"";"";""
"Cinéma";"Le Select";"92160";"Antony";"Cinéma";665;4;"1 - Grands centres urbains";48.75313169;2.3042761;"";"";""
"Cinéma";"L Alcazar";"92600";"Asnières-sur-Seine";"Cinéma";646;4;"1 - Grands centres urbains";48.90645157;2.2839189;"";"";""
"Cinéma";"Cinema Jeanne Moreau (Ex-Centre Culturel Jean Arp)";"92140";"Clamart";"Cinéma";176;1;"1 - Grands centres urbains";48.80315054;2.26412033;"";"";""
"Cinéma";"Cinema Rutebeuf";"92110";"Clichy";"Cinéma";549;1;"1 - Grands centres urbains";48.90196;2.309342;"";"";""
"Cinéma";"Le Scarron";"92260";"Fontenay-aux-Roses";"Cinéma";198;1;"1 - Grands centres urbains";48.79154297;2.28974801;"";"";""
"Cinéma";"Cine Montrouge";"92120";"Montrouge";"Cinéma";154;1;"1 - Grands centres urbains";48.81390294;2.31187392;"";"";""
"Cinéma";"Le Vanves";"92170";"Vanves";"Cinéma";192;1;"1 - Grands centres urbains";48.82185107;2.28743988;"";"";""
"Cinéma";"Le Normandy";"92420";"Vaucresson";"Cinéma";295;2;"1 - Grands centres urbains";48.83821686;2.15751192;"";"";""
"Cinéma";"Le Colombier";"92410";"Ville-d_Avray";"Cinéma";279;1;"1 - Grands centres urbains";48.8261622;2.18996113;"";"";""
"Cinéma";"Ugc Cine Cite O parinor";"93600";"Aulnay-sous-Bois";"Cinéma";2590;14;"1 - Grands centres urbains";48.95578792;2.47942192;"";"";""
"Cinéma";"Magic Cinema";"93000";"Bobigny";"Cinéma";443;2;"1 - Grands centres urbains";48.90494;2.447393;"";"";""
"Cinéma";"Theatre du Garde Chasse";"93260";"Les_Lilas";"Cinéma";308;1;"1 - Grands centres urbains";48.88192142;2.41954602;"";"";""
"Cinéma";"Cine Municipal Yves Montand";"93190";"Livry-Gargan";"Cinéma";264;1;"1 - Grands centres urbains";48.92574139;2.5456314;"";"";""
"Cinéma";"Cine 104";"93500";"Pantin";"Cinéma";457;3;"1 - Grands centres urbains";48.89153259;2.40809092;"";"";""
"Cinéma";"Ecran";"93210";"Saint-Denis";"Cinéma";398;2;"1 - Grands centres urbains";48.93665555;2.35894373;"";"";""
"Cinéma";"La Lucarne Mjc";"94000";"Créteil";"Cinéma";92;1;"1 - Grands centres urbains";48.77740623;2.46625202;"";"";""
"Cinéma";"M J C";"94260";"Fresnes";"Cinéma";158;1;"1 - Grands centres urbains";48.75279597;2.31307676;"";"";""
"Cinéma";"Salle Pierre Et Jacques Prevert (Ex -Salle des Congres)";"94340";"Joinville-le-Pont";"Cinéma";300;1;"1 - Grands centres urbains";48.816711;2.468136;"";"";""
"Cinéma";"Theatre Claude debussy";"94700";"Maisons-Alfort";"Cinéma";406;1;"1 - Grands centres urbains";48.80095534;2.43014545;"";"";""
"Cinéma";"Salle Aragon";"94310";"Orly";"Cinéma";388;1;"1 - Grands centres urbains";48.74499257;2.40834796;"";"";""
"Cinéma";"Espace Paul Valery";"94420";"Le_Plessis-Trévise";"Cinéma";340;1;"1 - Grands centres urbains";48.805576;2.57780792;"";"";""
"Cinéma";"Les 4 delta 4";"94100";"Saint-Maur-des-Fossés";"Cinéma";886;4;"1 - Grands centres urbains";48.79344143;2.51484394;"";"";""
"Cinéma";"Le Lido";"94100";"Saint-Maur-des-Fossés";"Cinéma";425;1;"1 - Grands centres urbains";48.79868515;2.48612124;"";"";""
"Cinéma";"Pathe Belle Epine";"94320";"Thiais";"Cinéma";3679;16;"1 - Grands centres urbains";48.75574256;2.37346739;"";"";""
"Cinéma";"Espace Culturel";"94290";"Villeneuve-le-Roi";"Cinéma";448;1;"1 - Grands centres urbains";48.73555911;2.41712971;"";"";""
"Cinéma";"Beaumont Palace";"95260";"Beaumont-sur-Oise";"Cinéma";353;1;"2 - Centres urbains intermédiaires";49.14151978;2.28298943;"";"";""
"Cinéma";"Ugc Cine Cite";"95800";"Cergy";"Cinéma";2788;14;"1 - Grands centres urbains";49.04795144;2.01233464;"";"";""
"Cinéma";"Theatre du Cormier";"95240";"Cormeilles-en-Parisis";"Cinéma";307;1;"1 - Grands centres urbains";48.9593441;2.19106973;"";"";""
"Cinéma";"Espace Ermitage";"95330";"Domont";"Cinéma";282;1;"1 - Grands centres urbains";49.02976693;2.33392623;"";"";""
"Cinéma";"L orange Bleue";"95600";"Eaubonne";"Cinéma";345;1;"1 - Grands centres urbains";48.99238997;2.27823281;"";"";""
"Cinéma";"Jacques Brel A";"95140";"Garges-lès-Gonesse";"Cinéma";225;1;"1 - Grands centres urbains";48.97135651;2.39958664;"";"";""
"Cinéma";"Theatre Sarah Bernhardt";"95190";"Goussainville";"Cinéma";562;1;"2 - Centres urbains intermédiaires";49.03242;2.471796;"";"";""
"Cinéma";"Centre Culturel";"95280";"Jouy-le-Moutier";"Cinéma";346;1;"1 - Grands centres urbains";49.01093456;2.04294866;"";"";""
"Cinéma";"Megarama";"95370";"Montigny-lès-Cormeilles";"Cinéma";1861;8;"1 - Grands centres urbains";48.99447455;2.19597707;"";"";""
"Cinéma";"Cgr My Place Sarcelles";"95200";"Sarcelles";"Cinéma";1817;10;"1 - Grands centres urbains";48.98274095;2.3722277;"";"";""
"Cinéma";"Rex ( Robin)";"97110";"Pointe-à-Pitre";"Cinéma";838;4;"2 - Centres urbains intermédiaires";16.244283;-61.533849;"";"";""
"Cinéma";"Cine Theatre du Lamentin";"97129";"Lamentin";"Cinéma";326;1;"4 - Ceintures urbaines";14.627643;-60.988924;"";"";""
"Cinéma";"Cinema Eldorado";"97300";"Cayenne";"Cinéma";296;2;"1 - Grands centres urbains";4.939628;-52.333803;"";"";""
"Cinéma";"Le Plaza Sd (Drotkowski)";"97400";"Saint-Denis";"Cinéma";507;2;"1 - Grands centres urbains";-20.879155;55.44994;"";"";""
"Cinéma";"Vox";"45220";"Château-Renard";"Cinéma";62;1;"6 - Rural à habitat dispersé";47.93146554;2.92827618;"";"";""
"Cinéma";"Le Club 2";"45570";"Dampierre-en-Burly";"Cinéma";189;1;"6 - Rural à habitat dispersé";47.76274688;2.52617848;"";"";""
"Cinéma";"Circuit 2";"45450";"Fay-aux-Loges";"Cinéma";100;1;"5 - Bourgs ruraux";47.940501;2.182716;"";"";""
"Cinéma";"Charles Boyer";"46100";"Figeac";"Cinéma";317;1;"3 - Petites villes";44.60890557;2.0259648;"";"";""
"Cinéma";"Cinema Louis Malle";"46220";"Prayssac";"Cinéma";260;1;"5 - Bourgs ruraux";44.50293299;1.18740725;"";"";""
"Cinéma";"L odyssee";"47700";"Casteljaloux";"Cinéma";185;1;"5 - Bourgs ruraux";44.31293643;0.08844322;"";"";""
"Cinéma";"Le Liberty 2";"47500";"Monsempron-Libos";"Cinéma";312;2;"3 - Petites villes";44.481444;0.945323;"";"";""
"Cinéma";"Le Liberty 1";"47500";"Monsempron-Libos";"Cinéma";312;2;"3 - Petites villes";44.48148376;0.94579431;"";"";""
"Cinéma";"Cyrano";"47300";"Villeneuve-sur-Lot";"Cinéma";676;6;"2 - Centres urbains intermédiaires";44.40894854;0.70396446;"";"";""
"Cinéma";"Le Cine Theatre";"48200";"Saint-Chély-d_Apcher";"Cinéma";152;1;"5 - Bourgs ruraux";44.80342692;3.27592328;"";"";""
"Cinéma";"Cine Glonne";"49410";"Mauges-sur-Loire";"Cinéma";192;1;"5 - Bourgs ruraux";47.363746;-1.016459;"";"";""
"Cinéma";"Grand Ecran";"49410";"Mauges-sur-Loire";"Cinéma";134;1;"5 - Bourgs ruraux";47.359284;-0.860039;"";"";""
"Cinéma";"Cineville";"49130";"Les_Ponts-de-Cé";"Cinéma";1499;8;"1 - Grands centres urbains";47.43308079;-0.49949412;"";"";""
"Cinéma";"Le Maingue";"49500";"Segré-en-Anjou_Bleu";"Cinéma";375;3;"5 - Bourgs ruraux";47.68566589;-0.86680223;"";"";""
"Cinéma";"Cine fil";"49310";"Lys-Haut-Layon";"Cinéma";204;1;"6 - Rural à habitat dispersé";47.14719306;-0.53746863;"";"";""
"Cinéma";"Cinema de L espace";"50230";"Agon-Coutainville";"Cinéma";79;1;"5 - Bourgs ruraux";49.04875309;-1.59584292;"";"";""
"Cinéma";"Le Donjon";"50260";"Bricquebec-en-Cotentin";"Cinéma";203;1;"5 - Bourgs ruraux";49.47209804;-1.63119915;"";"";""
"Cinéma";"Select";"50400";"Granville";"Cinéma";514;3;"2 - Centres urbains intermédiaires";48.83783849;-1.59454726;"";"";""
"Cinéma";"Cinema de La Plage";"50590";"Hauteville-sur-Mer";"Cinéma";282;2;"6 - Rural à habitat dispersé";48.977726;-1.557167;"";"";""
"Cinéma";"Rialto";"50250";"La_Haye";"Cinéma";250;1;"6 - Rural à habitat dispersé";49.288956;-1.544392;"";"";""
"Cinéma";"Rex";"50600";"Saint-Hilaire-du-Harcouët";"Cinéma";395;1;"5 - Bourgs ruraux";48.576008;-1.09371;"";"";""
"Cinéma";"Opera";"51100";"Reims";"Cinéma";607;5;"1 - Grands centres urbains";49.253618;4.027718;"";"";""
"Cinéma";"Casino de Bourbonne";"52400";"Bourbonne-les-Bains";"Cinéma";150;1;"5 - Bourgs ruraux";47.95047641;5.7471467;"";"";""
"Cinéma";"Le Majestic";"53500";"Ernée";"Cinéma";254;1;"5 - Bourgs ruraux";48.29849221;-0.93594902;"";"";""
"Cinéma";"Foyer Rural";"54114";"Jeandelaincourt";"Cinéma";100;1;"6 - Rural à habitat dispersé";48.842059;6.241568;"";"";""
"Cinéma";"Citea (Ex-Cine Clair)";"54200";"Toul";"Cinéma";246;1;"2 - Centres urbains intermédiaires";48.67595701;5.89298377;"";"";""
"Cinéma";"Rio";"54190";"Villerupt";"Cinéma";127;1;"4 - Ceintures urbaines";49.46924026;5.92803886;"";"";""
"Cinéma";"Les Cardinaux";"56750";"Damgan";"Cinéma";151;1;"6 - Rural à habitat dispersé";47.52064839;-2.5811557;"";"";""
"Cinéma";"Cine Elle Le Faouet";"56320";"Le_Faouët";"Cinéma";192;1;"6 - Rural à habitat dispersé";48.03408049;-3.48849096;"";"";""
"Cinéma";"Jeanne D Arc";"56110";"Gourin";"Cinéma";227;1;"5 - Bourgs ruraux";48.1401229;-3.60806317;"";"";""
"Cinéma";"Salle Roch";"56160";"Guémené-sur-Scorff";"Cinéma";201;1;"5 - Bourgs ruraux";48.0649211;-3.20822258;"";"";""
"Cinéma";"Salle Jeanne D Arc";"56190";"Muzillac";"Cinéma";186;1;"5 - Bourgs ruraux";47.555803;-2.484734;"";"";""
"Cinéma";"Cinelac";"56800";"Ploërmel";"Cinéma";794;5;"3 - Petites villes";47.93675059;-2.40325895;"";"";""
"Cinéma";"La Couronne";"56130";"La_Roche-Bernard";"Cinéma";260;2;"5 - Bourgs ruraux";47.51776016;-2.3002943;"";"";""
"Cinéma";"Garenne";"56000";"Vannes";"Cinéma";813;5;"1 - Grands centres urbains";47.65477361;-2.7559489;"";"";""
"Cinéma";"Union";"57130";"Ars-sur-Moselle";"Cinéma";194;1;"4 - Ceintures urbaines";49.07581911;6.07895821;"";"";""
"Cinéma";"Cine Audun";"57390";"Audun-le-Tiche";"Cinéma";134;1;"4 - Ceintures urbaines";49.47048611;5.95742788;"";"";""
"Cinéma";"Mega Kine";"57800";"Freyming-Merlebach";"Cinéma";2474;10;"2 - Centres urbains intermédiaires";49.14053686;6.80267342;"";"";""
"Cinéma";"Francois Truffaut";"57500";"Saint-Avold";"Cinéma";160;1;"2 - Centres urbains intermédiaires";49.10490509;6.70010156;"";"";""
"Cinéma";"Cine Sar (Ex-Le Lorrain)";"57400";"Sarrebourg";"Cinéma";853;5;"2 - Centres urbains intermédiaires";48.73625622;7.05502771;"";"";""
"Cinéma";"Cineal";"58300";"Decize";"Cinéma";345;2;"3 - Petites villes";46.83110632;3.4600016;"";"";""
"Cinéma";"Vox";"58170";"Luzy";"Cinéma";178;1;"5 - Bourgs ruraux";46.79000526;3.96979548;"";"";""
"Cinéma";"Select Cine";"58360";"Saint-Honoré-les-Bains";"Cinéma";179;1;"6 - Rural à habitat dispersé";46.9049512;3.8428535;"";"";""
"Cinéma";"Ideal Cinema";"59580";"Aniche";"Cinéma";206;1;"2 - Centres urbains intermédiaires";50.33114;3.252155;"";"";""
"Cinéma";"Ugc Cine Cite";"59491";"Villeneuve-d_Ascq";"Cinéma";2835;12;"1 - Grands centres urbains";50.61578882;3.12534846;"";"";""
"Cinéma";"Cameo";"59440";"Avesnes-sur-Helpe";"Cinéma";234;2;"3 - Petites villes";50.1245947;3.92668086;"";"";""
"Cinéma";"Select";"59360";"Le_Cateau-Cambrésis";"Cinéma";178;1;"3 - Petites villes";50.1062939;3.54492727;"";"";""
"Cinéma";"Millenium";"59540";"Caudry";"Cinéma";598;2;"2 - Centres urbains intermédiaires";50.127719;3.415275;"";"";""
"Cinéma";"Cine Lambersart";"59130";"Lambersart";"Cinéma";181;1;"1 - Grands centres urbains";50.65114942;3.02767214;"";"";""
"Cinéma";"Espace Culturel Robert Hossein";"59660";"Merville";"Cinéma";305;1;"3 - Petites villes";50.6409242;2.63729261;"";"";""
