"NOM";"CP";"LATTI";"LONGI";"Site";"SOUS_TYPE";"COMMUNE"
"Château Bleu";"44210";47.12239725;-2.05182334;"www.collectifbarbebleue.com";"Arts visuels";"PORNIC"
"Les Parenthèses de Pornic";"44210";47.12239725;-2.05182334;"www.lesparenthesespornic.com/";"Spectacle vivant";"PORNIC"
"Avis de Temps Fort - Les arts de la rue Rive Gauche";"56290";47.70992053;-3.34845751;"www.ville-portlouis.fr";"Arts visuels";"PORT-LOUIS"
"Courts dans la vallée";"34390";43.53951504;2.82265477;"https://www.magazinevideo.com/festival/courts-dans-la-vallee/25145.htm";"Cinéma";"PREMIAN"
"Circonova";"29000";47.99714252;-4.09111944;"http://www.theatre-cornouaille.fr/programme/circonova";"Musique";"QUIMPER"
"Echap Festival";"29300";47.85613034;-3.55642895;"non renseigne";"Musique";"QUIMPERLE"
"Les Moments musicaux du Tarn";"81800";43.84840409;1.71495143;"http://www.les-moments-musicaux-du-tarn.com/";"Musique";"RABASTENS"
"La Bogue d Or";"35600";47.66097343;-2.08008569;"www.gcbpv.org";"Musique";"REDON"
"Soirs à Pressoirs";"67140";48.36321761;7.3801324;"www.compagniedesinsupportes.com";"Spectacle vivant";"REICHSFELD"
"Normandie Celtic Festival";"76290";49.54426653;0.19032526;"non renseigne";"Musique";"MONTIVILLIERS"
"Eté en automne";"51100";49.25149061;4.04023023;"non renseigne";"Spectacle vivant";"REIMS"
"L art prend l air";"37380";47.48594776;0.87211969;"mairie-reugny@wanadoo.fr";"Spectacle vivant";"REUGNY"
"Morty jazz";"60128";49.33627682;3.0805348;"https://mortyjazz.wordpress.com/";"Musique";"MORTEFONTAINE"
"Amis du jazz traditionnel";"30430";44.25566746;4.83716477;"www.ajtderochegude.com";"Musique";"ROCHEGUDE"
"Bon Moment";"54000";48.69019955;6.17588254;"https://lautrecanalnancy.fr/";"Musique";"NANCY"
"Vent d Irlande";"17200";45.63465742;-1.01791403;"royanlitteraire.fr";"Livre";"ROYAN"
"Saint-Briac en musique";"35800";48.61633882;-2.12358766;"non renseigne";"Musique";"SAINT-BRIAC-SUR-MER"
"Meliaj";"22000";48.51498061;-2.76154553;"www.kenleur.bzh";"Musique";"SAINT-BRIEUC"
"Street Punk Ink Mas Party";"22000";48.51498061;-2.76154553;"non renseigne";"Arts visuels";"SAINT-BRIEUC"
"Cinéma plein air";"13760";43.61362867;5.30698257;"foyer-rural-saint-cannat.fr";"Cinéma";"SAINT-CANNAT"
"Geek Ali";"11310";-20.93297082;55.44686717;"www.geekali.re";"Pluridisciplinaire";"SAINT-DENIS"
"Journées Cinématographiques";"11310";48.92956505;2.359243;"https://21.journees-cinematographiques.fr";"Cinéma";"SAINT-DENIS"
"Quinzaine de la Jeunesse Caribéenne";"25270";14.43663638;-60.8550865;"https://omdac.com";"Arts visuels";"SAINTE-ANNE"
"Cinébanlieue";"75020";48.86318678;2.40081983;"www.cinebanlieue.org";"Cinéma";"PARIS"
"Les Hétéroclites";"50000";49.10996242;-1.07755643;"artplume.org";"Pluridisciplinaire";"SAINT-LO"
"Les Vendanges de Malagar";"33490";44.57702464;-0.24614266;"malagar.fr";"Livre";"SAINT-MAIXANT"
"Festival Présences";"75016";48.86039876;2.26209956;"https://www.maisondelaradio.fr/festival-presences-2019";"Musique";"PARIS"
"Fetlyf Lycéens sur les planches";"35400";48.64004435;-1.98060627;"non renseigne";"Musique";"SAINT-MALO"
"Festival de Bourgogne du sud";"71740";46.22670562;4.25094649;"https://facebook.com/FestivalDeBourgogneDuSud";"Musique";"SAINT-MAURICE-LES-CHATEAUNEUF"
"Farniente";"66570";47.2802857;-2.25379927;"http://farniente-festival.org";"Musique";"SAINT-NAZAIRE"
"Les clartés musicales";"37370";47.58169051;0.46663769;"http://https//www.facebook.com/events/304051623596296/ // https://www.facebook.com/clartesmusicales/";"Musique";"SAINT-PATERNE-RACAN"
"Festi-Rance";"22100";48.49145617;-2.01805918;"non renseigne";"Musique";"SAINT-SAMSON-SUR-RANCE"
"Gartempe Blues Festival";"86310";46.5832866;0.84022218;"http://www.gartempeblues.com/";"Musique";"SAINT-SAVIN"
"Visions d exil";"75002";48.86790338;2.34410717;"https://visionsexil.aa-e.org";"Spectacle vivant";"PARIS"
"Festival Escapade";"23250";46.04598959;1.85886766;"http://www.theatrenfant.fr/";"Spectacle vivant";"SARDENT"
"Le théâtre dans tous ses états";"54280";48.71525019;6.27143895;"non renseigne";"Spectacle vivant";"SEICHAMPS"
"Etsetala...Festival de Contes en Sol Mineur";"68850";47.82743014;7.2532029;"pas de site";"Spectacle vivant";"STAFFELFELDEN"
"Jazzpote";"57100";49.37597162;6.12928314;"jazzpote.com";"Musique";"THIONVILLE"
"Les Bons Jours";"35235";48.15660829;-1.58409868;"https://auboutduplongeoir.fr/agenda/les-bons-jours-au-bout-du-plongeoir/";"Pluridisciplinaire";"THORIGNE-FOUILLARD"
"Croq Livres - Festival du livre jeunesse";"29730";47.80490424;-4.25974851;"https://amicale-laique-lechiagat-treffiagat.fr/";"Livre";"TREFFIAGAT"
"Journées Musicales d Uzerche -Muz";"19140";45.42388575;1.56525481;"http://festivaluzerche.com";"Musique";"UZERCHE"
"Les Cambrouss Ries";"35500";47.8971013;-1.99867855;"non renseigne";"Musique";"VAL_D_ANAST"
"L oreille du monde";"63540";45.72105836;3.08824672;"https://loreilledumonde.wordpress.com/";"Musique";"ROMAGNAT"
"Festival de musique ancienne de Valmunster";"57220";49.24751009;6.51684193;"non renseigne";"Musique";"VALMUNSTER"
"Jazz à Val-Thorens";"73440";45.99237339;6.28837579;"http://www.valthorens.com/fr/evenements-et-activites/evenements/details/jazz-a-val-thorens.372.e432.html";"Musique";"VAL-THORENS"
"Salon plaisir de lire";"15300";45.05323322;2.90711083;"http://plaisir-de-lire-valuejols.blogspot.com/";"Livre";"VALUEJOLS"
"Barbacane Classics";"71000";46.26836362;4.8066971;"https://www.festival-barbacane-classics.com/barbacane-macon";"Musique";"VARENNES-LES-MACON"
"Les Estivales de Veigné";"37250";47.28884194;0.72996599;"www.veigne.fr";"Musique";"VEIGNE"
"Authentiks";"38200";45.52057837;4.88135156;"https://festival-authentiks.com/";"Musique";"VIENNE"
"Vous Êtes Ici – Un Festival À Villereal";"47210";44.63306823;0.76036213;"http://unfestivalavillereal.org/";"Spectacle vivant";"VILLEREAL"
"Les guitares";"69100";45.77077042;4.88845817;"http://www.psillans.odns.fr/leoville/les-guitares-2/";"Musique";"VILLEURBANNE"
"Salon du livre d Histoire de Verdun";"57140";49.16380983;6.15770213;"non renseigne";"Cinéma";"WOIPPY"
"BalaYvré";"72530";48.02341278;0.2821379;"https://balayvre.wixsite.com/balayvre/programme-festival";"Spectacle vivant";"YVRE-L_EVEQUE"
"Salon international Peinture et Sculpture";"68720";47.68580831;7.30319308;"non renseigne";"Arts visuels";"ZILLISHEIM"
"World festival Ambert";"63600";45.55578395;3.75625357;"https://festival-ambert.fr/";"Musique";"AMBERT"
"MO FO";"41100";48.90980658;2.33257042;"www.festivalmofo.org";"Musique";"SAINT-OUEN"
"Aniane en Scènes";"34150";43.68350114;3.59259438;"https://www.aniane-en-scenes.com/";"Spectacle vivant";"ANIANE"
"Biennale du cinéma espagnol d Annecy";"74000";46.1909731;6.24250704;"non renseigne";"Cinéma";"ANNECY"
"Bruits Blancs";"94110";48.80588036;2.33351025;"http://bruitsblancs.fr/";"Musique";"ARCEUIL"
"Festival des Trop petits";"61200";48.73218809;-0.01323226;"www.quaidesarts.fr";"Spectacle vivant";"ARGENTAN"
"Lez arts de la rue";"32000";43.65343004;0.57519025;"https://www.lezartsdelarue.fr";"Arts visuels";"AUCH"
"Reflets et rythmes";"81200";43.49468239;2.35580493;"https://www.ville-aussillon.fr/reflets-et-rythmes";"Spectacle vivant";"AUSSILLON"
"Afrik  au coeur";"89000";47.79348823;3.58168282;"https://www.afrikaucoeur.fr/home";"Pluridisciplinaire";"AUXERRE"
"Fgreen est";"84000";43.93524483;4.84071573;"https://www.facebook.com/greenfestival84";"Musique";"AVIGNON"
"L autre festival";"84000";43.93524483;4.84071573;"www.lautre-festival.fr";"Livre";"AVIGNON"
"Les fous rires d avignon";"84000";43.93524483;4.84071573;"www.leparisavignon.com";"Spectacle vivant";"AVIGNON"
"Les murs";"84000";43.93524483;4.84071573;"www.avignonleoff.com";"Spectacle vivant";"AVIGNON"
"Les Fuges (ex Eurythmies)";"10200";48.2339751;4.715957;"non renseigne";"Musique";"BAR-SUR-AUBE"
"Été en roue livre";"60000";49.43655233;2.08616124;"mdo.oise.fr";"Livre";"BEAUVAIS"
"Festival de La Morue";"33130";44.80160091;-0.54775577;"http://www.mairie-begles.fr";"Spectacle vivant";"BEGLES"
"Cours en Betton - Festival du film de l Ouest";"35830";48.18123604;-1.64589553;"https://www.courtsenbetton.com/";"Cinéma";"BETTON"
"Danse le Millet";"29790";48.07175426;-4.50670939;"non renseigne";"Musique";"BEUZEC-CAP-SIZUN"
"Les Tréteaux de Pontus";"71460";46.6633353;4.62139865;"lhttp://www.pontus-de-tyard.com // https://www.facebook.com/Les-Tr%C3%A9teaux-de-Pontus-613526515516494";"Spectacle vivant";"BISSY-SUR-FLEY"
"Festival des apéros de Blesle";"43450";45.31791554;3.17686146;"www.aperos-musique-blesle.com/lassociation-2";"Spectacle vivant";"BLESLE"
"Ça Jazz à Blet";"18350";46.8822848;2.73104674;"http://www.cajazzablet.fr/";"Musique";"BLET"
"Récréations";"18000";47.0749572;2.40417138;"https://mille-univers.net/recreations/";"Livre";"BOURGES"
"Festival de musique d Erbalunga";"20222";42.7792997;9.45029994;"https://www.corsicafestivals.com/";"Musique";"BRANDO"
"Terre de Danses";"79300";46.85457557;-0.47937592;"http://www.voix-danses.fr";"Spectacle vivant";"BRESSUIRE"
"Oups";"29200";48.40049978;-4.50279079;"http://www.oups-brest.com/";"Musique";"BREST"
"Pluie d Images";"29200";48.40049978;-4.50279079;"festivalpluiedimages.com";"Arts visuels";"BREST"
"Médiévales de brignoles";"83170";43.39929419;6.07740244;"www.brignoles.fr";"Spectacle vivant";"BRIGNOLES"
"Danse en Mai";"19100";45.14358307;1.51936836;"http://www.sn-lempreinte.fr/";"Spectacle vivant";"BRIVE-LA-GAILLARDE"
"Impressions Multiples";"14000";49.18479367;-0.36980171;"www.impressions-multiples.org";"Livre";"CAEN"
"Juin jardins";"46000";44.45073709;1.44075838;"http://www.cahorsjuinjardins.fr/";"Spectacle vivant";"CAHORS"
"Carpentras fait son cinéma";"84200";44.05938026;5.06134845;"https://carpentrasfaitsoncinema.com";"Cinéma";"CARPENTRAS"
"Touka Danses - Danses métisses";"97300";5.02173743;-52.50125111;"www.toukadanses-cdc-guyane.com";"Spectacle vivant";"CAYENNE"
"Les Déferlantes";"66400";42.53521935;3.02429863;"https://www.festival-lesdeferlantes.com/";"Musique";"CERET"
"Jazz à Chabeuil";"26120";44.90822558;5.00743034;"http://www.festivjazz.fr/";"Musique";"CHABEUIL"
"Chamb Art Dement";"60230";49.17181037;2.2465702;"https://www.ville-chambly.fr/que-faire-chambly/chambly-la-festive/les-autres-festivites-municipales/le-festival-chambartdement";"Spectacle vivant";"CHAMBLY"
"Festival BD de Chaponnay";"69970";45.62822875;4.95028015;"http://www.mairie-chaponnay.fr/events/festival-bd/";"Livre";"CHAPONNAY"
"Chartres en lumières";"28000";48.44714649;1.50570611;"www.chartresenlumieres.com";"Arts visuels";"CHARTRES"
"Festi’ rencontres";"58120";47.06265116;3.9269676;"non renseigne";"Musique";"CHATEAU-CHINON_(VILLE)"
"Confluences Musicales";"53100";47.82900671;-0.73872177;"non renseigne";"Musique";"CHATEAU-GONTIER-SUR-MAYENNE"
"Les nocturnes litteraires";"84230";44.0595884;4.82728436;"www.chateauneufdupape.org";"Livre";"CHATEAUNEUF-DU-PAPE"
"L argent de poche";"36000";46.80296178;1.69399812;"non renseigne";"Cinéma";"CHATEAUROUX"
"Partir en Livre";"97670";-12.82152223;45.11329703;"/";"Livre";"CHICONI"
"Créa Parc festival";"92140";48.79643068;2.25474653;"non renseigne";"Musique";"CLAMART"
"Hellfest Open Air";"44190";47.097897;-1.27042598;"www.hellfest.fr";"Musique";"CLISSON"
"Festival du film de Colmar";"68000";48.10994058;7.3846869;"https://festival-film.colmar.fr";"Cinéma";"COLMAR"
"Festival BD Colomiers";"31770";43.61155151;1.32700218;"www.bdcolomiers.com";"Livre";"COLOMIERS"
"Festival Découvrir";"19350";45.36040324;1.33771562;"http://www.festivaldecouvrir.com/";"Spectacle vivant";"CONCEZE"
"Petit salon du livre jeunesse";"63490";45.55777361;3.47788895;"http://www.ecolesaintgermainlherm.fr/article-petit-salon-du-livre-de-condat-les-montboissier-77994528.html";"Livre";"CONDAT-LES-MONTBOISSIER"
"Rencontres musicales de Conques";"12320";44.5952473;2.42016433;"www.centre-europeen.com";"Musique";"CONQUES-MARCILLAC"
"Jours de Danse(s)";"58800";47.25655789;3.68948978;"https://www.alentours-reveurs.com/la-ruche-en-mouvement/jours-de-danses/";"Spectacle vivant";"CORBIGNY"
"Va Jouer dehors";"41500";47.65793532;1.41502499;"https://festivalvajouerdehors.com/";"Musique";"COUR-SUR-LOIRE"
"Les yeux ouverts sur la diversité";"60100";49.25334871;2.48472669;"https://www.image-in60.com/";"Cinéma";"CREIL"
"La caméra est dans le pré";"25410";47.20624268;5.86495393;"https://www.ecranmobilebfc.org";"Cinéma";"DANNEMARIE-SUR-CRETE"
"Festival Spring";"76500";49.27679799;0.99715459;"https://www.festival-spring.eu/";"Spectacle vivant";"ELBEUF"
"La Fête des Images";"88000";48.16312027;6.47989287;"www.fetesdesimages.fr";"Arts visuels";"EPINAL"
"Les P tits Anier";"55250";48.98235276;5.12555212;"http://anesartgonne.free.fr/crbst_12.html";"Musique";"EVRES"
"Polar entre deux Mers";"33370";44.81981528;-0.43999239;"https://www.facebook.com/Les-Psychopathes-du-Polar-1708755929399291/";"Livre";"FARGUES-SAINT-HILAIRE"
"Jours de bulles";"34210";43.35403678;2.58187246;"https://www.unidivers.fr/event/festival-jours-de-bulles-felines-minervois-herault-2021-07-18/";"Spectacle vivant";"FELINES-MINERVOIS"
"Laissez-passer - festival du cinéma israëlien";"84410";44.09854221;5.26372029;"festival-laissez-passer.com";"Cinéma";"FLASSAN"
"Festival de l histoire de l art";"77300";48.40668565;2.68031396;"http://festivaldelhistoiredelart.com/";"Arts visuels";"FONTAINEBLEAU"
"Les Zygophonies";"41120";47.4210455;1.43621365;"www.controis-en-sologne.fr // https://culture.controis-en-sologne.fr/zygophonies/";"Musique";"FOUGERES-SUR-BIEVRE"
"In Voce Veritas";"21440";45.73787943;4.75508314;"invoceveritas.fr/le-festival";"Musique";"FRANCHEVILLE"
"Festival de Gavarnie";"65190";42.76657398;0.04148896;"http://www.festival-gavarnie.com";"Pluridisciplinaire";"GAVARNIE-GEDRE"
"Festival Jeune et Très Jeune Public";"92230";48.93451905;2.29384988;"https://festival.enfancemusique.asso.fr";"Pluridisciplinaire";"GENNEVILLIERS"
"Le brame du cerf";"51160";49.11884042;4.03185929;"Facebook Germaine pelemele";"Spectacle vivant";"GERMAINE"
"Or notes festival";"46600";43.63939372;3.57384629;"https://www.ornotesfestival.fr/";"Musique";"GIGNAC"
"Festival International du Film Insulaire de l île de Groix";"56590";47.63723942;-3.4644268;"http://www.filminsulaire.com/";"Cinéma";"GROIX"
"Festival du Houblon";"67500";48.84170477;7.83010405;"https://www.festivalduhoublon.eu/";"Spectacle vivant";"HAGUENAU"
"La Manufacture d idées";"71870";46.34299691;4.79636186;"http://lamanufacturedidees.org/";"Livre";"HURIGNY"
"Festival de l anche";"83400";43.10187135;6.18898508;"www.festivaldelanche.com";"Musique";"HYERES"
"L irrégulier";"01000";46.20515204;5.24602126;"https://www.passaros.fr/lirregulier/";"Spectacle vivant";"BOURG-EN-BRESSE"
"Les Échappées Musicales du Médoc";"33590";45.41498334;-0.96259528;"http://www.lesechappeesmusicales.fr/";"Musique";"JAU-DIGNAC-ET-LOIRAC"
"Fès Jazz in Riad";"78760";48.79045446;1.90784228;"non renseigne";"Musique";"JOUARS-PONTCHARTRAIN"
"Hector Berlioz";"38260";45.38343609;5.26068377;"www.aida38.fr";"Musique";"LA_COTE-SAINT-ANDRE"
"Musiques Au Coeur des Monts d Arrée";"29690";48.39123434;-3.85236345;"musiquesmontsdarree.wixsite.com/musiques";"Spectacle vivant";"LA_FEUILLEE"
"Festival BD livre et jeunesse de La Fouillade";"12270";44.23458514;2.04784405;"http://bulles12.com/";"Livre";"LA_FOUILLADE"
"Roc n brout";"03110";46.19617274;3.28851651;"http://www.wepachaba.fr/";"Musique";"BROUT-VERNET"
"Festiv al shimmy";"83920";43.50785112;6.550554;"https://www.festiv-alshimmy.com/";"Pluridisciplinaire";"LA_MOTTE"
"Fêtes Le Pont";"17000";46.1620644;-1.17465703;"http://www.cnarsurlepont.fr";"Spectacle vivant";"LA_ROCHELLE"
"Country roque festival";"13640";43.71764095;5.30157634;"www.countryroque.com";"Musique";"LA_ROQUE-D_ANTHERON"
"Le spectacle est dans la rue";"73100";45.24604846;6.28249904;"festivallespectacleestdanslarue.com";"Spectacle vivant";"LA_TOUSSUIRE"
"Rockorama";"83160";43.1499152;5.99222539;"https://www.rockorama.fr/";"Musique";"LA_VALETTE-DU-VAR"
"Les kiosques à musique";"07800";44.80154039;4.78018831;"http://www.kiosquesamusique.com";"Musique";"LA_VOULTE-SUR-RHONE"
"Paradisiac Field";"59550";50.12050935;3.68851283;"www.collectif-parasites.com";"Musique";"LANDRECIES"
"Tinta Mars";"52200";47.85915448;5.33880467;"www.tintamars.com";"Spectacle vivant";"LANGRES"
"Courtoujours";"22300";48.74334967;-3.461598;"https://www.facebook.com/courtoujourslannion/";"Cinéma";"LANNION"
"Scorfel";"22300";48.74334967;-3.461598;"scorfel.fr";"Livre";"LANNION"
"Rencontre européenne du livre au Mont-Cenis";"73480";45.34415288;6.84789109;"https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2032";"Livre";"LANSLEBOURG-MONT-CENIS"
"Reflets du Cinéma";"53000";48.06085655;-0.76600569;"http://www.lesrefletsducinema.com/";"Cinéma";"LAVAL"
"Le chien rouge";"83340";43.37376321;6.37550103;"www.lechienrouge.fr";"Musique";"LE_CANNET-DES-MAURES"
"Muses en troc";"44430";47.20776648;-1.29844309;"http://musesentroc.simplesite.com/";"Spectacle vivant";"LE_LANDREAU"
"Notes d automne";"94170";48.84239524;2.50406849;"www.notesdautomne.fr";"Musique";"LE_PERREUX-SUR-MARNE"
"Festival Clapotis";"34230";43.59254767;3.51727151;"www.festivalclapotis.com";"Spectacle vivant";"LE_POUGET"
"Pop Cornes Festival";"25210";47.15491859;6.7344029;"www.pop-cornes-festival.fr";"Musique";"LE_RUSSEY"
"La constellation imaginaire";"62300";50.43742641;2.82105851;"www.culturecommune.fr";"Spectacle vivant";"LENS"
"Festival de l Arpenteur";"38190";45.25860706;5.99155979;"www.scenes-obliques.eu";"Spectacle vivant";"LES_ADRETS"
"Les nuits du real";"83460";43.45098821;6.48970221;"MAIRIE DES ARCS";"Musique";"LES_ARCS-SUR-ARGENS"
"Aux Ormes Mozartiens";"89110";46.96499274;0.62226966;"http://www.laposteauxchevaux.com/La_Poste_aux_Chevaux/Festivals.html";"Musique";"LES_ORMES"
"Les Turbulles";"38460";45.75630407;5.25503498;"https://turbulles.a-balles-et-bulles.fr/";"Spectacle vivant";"LEYRIEU"
"Cour Denis";"58140";47.28946456;3.82491614;"non renseigne";"Musique";"LORMES"
"Yeah !";"84160";43.77803338;5.36616174;"festivalyeah.fr";"Musique";"LOURMARIN"
"Festival de Lournand";"71250";46.46456405;4.64914404;"www.festival-lournand.com";"Spectacle vivant";"LOURNAND"
"Les Estives musicales";"64260";43.07276828;-0.33719418;"non renseigne";"Musique";"LOUVIE-JUZON"
"Zébuli salon de illustration et BD jeunesse";"70300";47.82391972;6.36363973;"Page facebook";"Livre";"LUXEUIL-LES-BAINS"
"Les nuits de Marcolès";"15220";44.78246109;2.3572699;"Les Nuits de Marcolès";"Livre";"MARCOLES"
"Rencontres Documentaire et Animation";"47200";44.50551768;0.17217428;"https://nefanimation.fr/rencontres-formations/rencontres-professionnelles-sur-le-documentaire-anime/";"Cinéma";"MARMANDE"
"Festival de Bandas";"46600";44.94015367;1.60734355;"https://www.festivaldebandas.fr/";"Musique";"MARTEL"
"Festival du Verbe";"31220";43.20200246;1.00117227;"https://lesamisduverbe.org/festival/";"Spectacle vivant";"MARTRES-TOLOSANE"
"Festival de Théâtre pour Rire";"22550";48.60176828;-2.29021789;"Www. Festival-pour-rire.com";"Musique";"MATIGNON"
"Festival choral international en Aveyron";"12360";43.72817072;3.01706208;"https://www.choral-events.com/event/festival-choral-international-en-aveyron/";"Musique";"MELAGUES"
"Festival de Melle";"79500";46.23095837;-0.14788871;"http://www.festivaldemelle.com/";"Musique";"MELLE"
"Contes et rencontres";"48000";44.52945086;3.48086881;"https://lozere.foyersruraux.org/";"Spectacle vivant";"MENDE"
"Musique à Fontmorigny";"18320";47.04199751;2.936498;"non renseigne";"Musique";"MENETOU-COUTURE"
"Festival du cinéma européen de Meyzieu";"69330";45.77708997;5.00632679;"www.cinema-europeen.fr";"Cinéma";"MEYZIEU"
"Rue Dell Arte";"22510";48.35819804;-2.63225582;"ruedellarte";"Musique";"MONCONTOUR"
"Tous dehors (enfin)";"05000";44.57986006;6.06486052;"https://www.theatre-la-passerelle.eu/Festival-Tous-dehors-enfin-16";"Spectacle vivant";"GAP"
"Biennale nationale de photographie de danse - Mouvement capturé";"82000";44.02225946;1.36408637;"https://www.paris-art.com/thierry-malandain-olivier-houeix-mouvement-capture/";"Arts visuels";"MONTAUBAN"
"Fête mondiale du conte";"25200";47.51551698;6.79148147;"http://gakokoe.cluster007.ovh.net/fmc/";"Livre";"MONTBELIARD"
"Fête du livre jeunesse de Villeurbanne";"69100";45.77077042;4.88845817;"http://www.fetedulivre.villeurbanne.fr/";"Livre";"VILLEURBANNE"
"livres à vous";"38500";45.37917208;5.58240311;"https://www.livresavous.fr/";"Livre";"VOIRON"
"Le Lavoir Électrique";"86580";46.57925557;0.27070646;"http://www.lelavoirelectrique.com";"Musique";"VOUNEUIL-SOUS-BIARD"
"Festival du rire";"43200";45.13937613;4.13104938;"Www.festivaldurire.fr";"Spectacle vivant";"YSSINGEAUX"
"Musilac";"73100";45.69785417;5.90388627;"musilac.com";"Musique";"AIX-LES-BAINS"
"Nuits romantiques";"73100";45.69785417;5.90388627;"www.nuitsromantiques.com";"Musique";"AIX-LES-BAINS"
"Albi Jazz Festival";"81000";43.92582136;2.14686329;"albijazzfestival.com";"Musique";"ALBI"
"10 sur 10";"74000";45.89064326;6.12551774;"http://10sur10-festival.com/10-10/";"Pluridisciplinaire";"ANNECY"
"Septembre musical d Argent sur Sauldre";"18410";47.56264829;2.43008555;"https://septmusicalargent.wordpress.com/";"Musique";"ARGENT-SUR-SAULDRE"
"Été indien(s)";"13200";43.54686924;4.66215643;"https://eteindiens.com/";"Pluridisciplinaire";"ARLES"
"Ciné32 Indépendance(s) et Création";"32000";43.65343004;0.57519025;"http://www.independancesetcreation.com/";"Cinéma";"AUCH"
"Festival du court métrage d Auch";"32000";43.65343004;0.57519025;"https://festivalcourtauch.com/";"Cinéma";"AUCH"
"Jazz in Auffargis";"78610";48.68429526;1.90243823;"www.jazzinauffargis.fr";"Musique";"AUFFARGIS"
"Auxerre fait son Angoulême";"89000";47.79348823;3.58168282;"non renseigne";"Livre";"AUXERRE"
"Festo pitcho";"84000";43.93524483;4.84071573;"www.festopitcho.com";"Spectacle vivant";"AVIGNON"
"La Grande Fête";"33640";44.70243863;-0.48414519;"http://facebook.com/bicdesgraves";"Musique";"AYGUEMORTE-LES-GRAVES"
"Kalypso";"03460";48.79832299;2.30989995;"non renseigne";"Spectacle vivant";"BAGNEUX"
"Les Vendredis de l été";"61300";48.55565852;-0.41951075;"non renseigne";"Spectacle vivant";"BAGNOLES-DE-L_ORNE"
"Scènes d Eté";"60000";49.43655233;2.08616124;"https://www.lillelanuit.com/agenda/concerts/scenes-dete-beauvais-27e/";"Musique";"BEAUVAIS"
"Salon Polar et Imaginaire";"87300";46.10491226;1.04116467;"https://mediatheques.hautlimousinenmarche.fr/";"Livre";"BELLAC"
"Latino Corazon";"25000";47.25538722;6.01948696;"https://les2scenes.fr/cinema/festival-latino-corazon";"Cinéma";"BESANÇON"
"Festival d’art Récup faut l fer";"30160";44.29039529;4.10784016;"https://besseges.fr/faut-lfer-edition-2/";"Spectacle vivant";"BESSEGES"
"Chapiteaux du livre";"34500";43.34758833;3.23076754;"https://www.occitanielivre.fr/annuaire/les-chapiteaux-du-livre";"Livre";"BEZIERS"
"Féria de Beziers";"34500";43.34758833;3.23076754;"https://www.ville-beziers.fr/a-la-une/une/feria-de-beziers-2021";"Spectacle vivant";"BEZIERS"
"Festival du solo";"14490";49.24673511;0.28321296;"http://festival-du-solo.fr/";"Pluridisciplinaire";"BLANCY-LE-CHATEAU"
"Des lyres d hiver";"41000";47.58170139;1.30625552;"www.blois.fr";"Spectacle vivant";"BLOIS"
"Festival Blois Danse (Festival Chorégraphique International de Blois)";"41000";47.58170139;1.30625552;"www.bloisdanse.com";"Spectacle vivant";"BLOIS"
"L Été des Portraits";"71140";46.62042804;3.76862021;"www.letedesportraits.fr";"Arts visuels";"BOURBON-LANCY"
"Salon Trans alp BD";"38300";45.6022028;5.27393762;"https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2349";"Livre";"BOURGOIN-JALLIEU"
"Festival européen du film court de Brest";"29200";48.40049978;-4.50279079;"filmcourt.fr";"Cinéma";"BREST"
"Les Rencontres Brestoises de la BD";"29200";48.40049978;-4.50279079;"https://www.brestenbulle.fr/";"Livre";"BREST"
"Festival de la bulle d or";"69530";45.67811748;4.75268788;"www.labulledor.fr";"Livre";"BRIGNAIS"
"Festival BD de Brionne";"27800";49.18784259;0.71215402;"non renseigne";"Livre";"BRIONNE"
"Biennale";"66330";42.6790392;2.94628633;"https://theatre-cite.com/la-biennale/";"Spectacle vivant";"CABESTANY"
"Association Les Petites Choses";"81090";43.98102063;2.11921214;"https://www.unidivers.fr/event/festival-ces-petites-choses-qui-font-du-bien-castelnau-riviere-basse-hautes-pyrenees-2021-07-09/";"Spectacle vivant";"CAGNAC-LES_MINES"
"ClassiCahors";"46000";44.45073709;1.44075838;"https://classicahors.com/";"Musique";"CAHORS"
"Les rencontres de Calenzana";"20214";42.47842672;8.80369225;"https://www.facebook.com/RencontresDeCalenzana/";"Musique";"CALENZANA"
"Rencontres de chants polyphoniques de Calvi";"20260";42.54548748;8.75954874;"https://usvegliucalvese.com/";"Musique";"CALVI"
"Festival Méli-Mélo";"33610";44.75988916;-0.65697711;"http://www.canejan.fr/";"Spectacle vivant";"CANEJAN"
"Festival du Conte";"40130";43.63232555;-1.42907244;"http://www.capbreton.fr/";"Spectacle vivant";"CAPBRETON"
"Théâtre in situ";"83320";43.09719401;6.07173793;"https://www.carqueiranne.fr";"Spectacle vivant";"CARQUEIRANNE"
"Festival 666";"17270";45.1273503;-0.20769863;"http://www.festival666.com/";"Musique";"CERCOUX"
"Sardanes";"66400";42.47396221;2.75268021;"https://www.tourisme-occitanie.com/fr/fiche/fete-et-manifestation/festival-de-sardanes-ceret_TFOFMALAR0660018028/";"Musique";"CERET"
"Jazz au fil de l Oise";"95000";49.04011316;2.05082124;"www.jazzaufildeloise.fr";"Musique";"CERGY-PONTOISE"
"Festival du premier roman de Chambéry";"73000";45.58318255;5.90903392;"www.festivalpremierroman.com";"Livre";"CHAMBERY"
