CP,Type,NOM,COMMUNE,FAUTEUIL,Public,ECRAN,SOUS_TYPE_THEMATIQUE,GCD,LATTI,LONGI,codeReg,nomReg,numdep,nomdept
83440,Cinéma,Maison Pour Tous,MONTAUROUX,284.0,,1.0,Cinéma,3 - Petites villes,43.6180691,6.77183792,93,Provence-Alpes-Côte d Azur,83,VAR
83390,Cinéma,Foyer Jeunesse Et Culture,PIERREFEU-DU-VAR,100.0,,1.0,Cinéma,3 - Petites villes,43.22419,6.144814,93,Provence-Alpes-Côte d Azur,83,VAR
83220,Cinéma,L Espace des Arts,LE_PRADET,199.0,,1.0,Cinéma,1 - Grands centres urbains,43.10683318,6.02824313,93,Provence-Alpes-Côte d Azur,83,VAR
83390,Cinéma,Salle Polyvalente,PUGET-VILLE,100.0,,1.0,Cinéma,5 - Bourgs ruraux,43.288803,6.130491,93,Provence-Alpes-Côte d Azur,83,VAR
83690,Cinéma,La Tomette,SALERNES,172.0,,1.0,Cinéma,5 - Bourgs ruraux,43.56090334,6.23898883,93,Provence-Alpes-Côte d Azur,83,VAR
83430,Cinéma,Cinema Marc Baron,SAINT-MANDRIER-SUR-MER,150.0,,1.0,Cinéma,4 - Ceintures urbaines,43.0725675,5.92900532,93,Provence-Alpes-Côte d Azur,83,VAR
84120,Cinéma,Le Luberon,PERTUIS,363.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,43.69250815,5.49951941,93,Provence-Alpes-Côte d Azur,84,VAUCLUSE
85120,Cinéma,Salle Belle Epine,LA_CHÂTAIGNERAIE,160.0,,1.0,Cinéma,5 - Bourgs ruraux,46.64800836,-0.74229384,52,Pays de la Loire,85,VENDEE
85280,Cinéma,Le Roc,LA_FERRIÈRE,153.0,,1.0,Cinéma,5 - Bourgs ruraux,46.71190177,-1.31438451,52,Pays de la Loire,85,VENDEE
85210,Cinéma,Le Tigre,SAINTE-HERMINE,162.0,,1.0,Cinéma,6 - Rural à habitat dispersé,46.55722584,-1.05534877,52,Pays de la Loire,85,VENDEE
85360,Cinéma,Agnes Varda,LA_TRANCHE-SUR-MER,266.0,,2.0,Cinéma,5 - Bourgs ruraux,46.3468987,-1.44878062,52,Pays de la Loire,85,VENDEE
86400,Cinéma,Le Cine-Malice (Ex-Renaissance),CIVRAY,126.0,,1.0,Cinéma,5 - Bourgs ruraux,46.14790853,0.29541968,75,Nouvelle-Aquitaine,86,VIENNE
86240,Cinéma,Mega Cgr,FONTAINE-LE-COMTE,1501.0,,8.0,Cinéma,5 - Bourgs ruraux,46.52923624,0.28030056,75,Nouvelle-Aquitaine,86,VIENNE
86270,Cinéma,Le Kerlouet,LA_ROCHE-POSAY,233.0,,1.0,Cinéma,6 - Rural à habitat dispersé,46.78498248,0.81098979,75,Nouvelle-Aquitaine,86,VIENNE
86210,Cinéma,Salle du College,VOUNEUIL-SUR-VIENNE,120.0,,1.0,Cinéma,6 - Rural à habitat dispersé,46.716996,0.536753,75,Nouvelle-Aquitaine,86,VIENNE
87120,Cinéma,Jean Gabin,EYMOUTIERS,135.0,,1.0,Cinéma,5 - Bourgs ruraux,45.73867782,1.74025964,75,Nouvelle-Aquitaine,87,HAUTE-VIENNE
87000,Cinéma,Grand Ecran Ester,LIMOGES,2465.0,,14.0,Cinéma,1 - Grands centres urbains,45.845477,1.276023,75,Nouvelle-Aquitaine,87,HAUTE-VIENNE
87000,Cinéma,Lido 2,LIMOGES,686.0,,3.0,Cinéma,1 - Grands centres urbains,45.8331119,1.26486077,75,Nouvelle-Aquitaine,87,HAUTE-VIENNE
87500,Cinéma,Arevi,SAINT-YRIEIX-LA-PERCHE,264.0,,2.0,Cinéma,5 - Bourgs ruraux,45.51062,1.20443478,75,Nouvelle-Aquitaine,87,HAUTE-VIENNE
88370,Cinéma,Espace Berlioz,PLOMBIÈRES-LES-BAINS,400.0,,1.0,Cinéma,6 - Rural à habitat dispersé,47.96372023,6.45799336,44,Grand Est,88,VOSGES
88110,Cinéma,Theatre Municipal,RAON-L_ETAPE,403.0,,1.0,Cinéma,3 - Petites villes,48.406279,6.8448,44,Grand Est,88,VOSGES
88200,Cinéma,Majestic Le France,REMIREMONT,1029.0,,7.0,Cinéma,3 - Petites villes,48.012165,6.601788,44,Grand Est,88,VOSGES
88100,Cinéma,L Excelsior,SAINT-DIÉ-DES-VOSGES,96.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,48.28438563,6.95243618,44,Grand Est,88,VOSGES
88800,Cinéma,Alhambra,VITTEL,313.0,,1.0,Cinéma,5 - Bourgs ruraux,48.20207901,5.94360675,44,Grand Est,88,VOSGES
89330,Cinéma,Salle Alain Bashung,SAINT-JULIEN-DU-SAULT,178.0,,1.0,Cinéma,5 - Bourgs ruraux,48.03225813,3.29717975,27,Bourgogne-Franche-Comté,89,YONNE
89100,Cinéma,Cinema Confluences Sens,SENS,1340.0,,7.0,Cinéma,2 - Centres urbains intermédiaires,48.176509,3.284553,27,Bourgogne-Franche-Comté,89,YONNE
91800,Cinéma,Buxy,BOUSSY-SAINT-ANTOINE,797.0,,5.0,Cinéma,1 - Grands centres urbains,48.68208265,2.53297373,11,Île-de-France,91,ESSONNE
91150,Cinéma,La Rotonde A,ETAMPES,338.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,48.43364175,2.15586688,11,Île-de-France,91,ESSONNE
91540,Cinéma,Cinema Confluences Mennecy,MENNECY,324.0,,3.0,Cinéma,1 - Grands centres urbains,48.564849,2.441479,11,Île-de-France,91,ESSONNE
91120,Cinéma,Cinepal,PALAISEAU,545.0,,4.0,Cinéma,1 - Grands centres urbains,48.71211706,2.24523626,11,Île-de-France,91,ESSONNE
91130,Cinéma,Cinoche 4,RIS-ORANGIS,291.0,,1.0,Cinéma,1 - Grands centres urbains,48.65607871,2.40849309,11,Île-de-France,91,ESSONNE
91130,Cinéma,Cinoche,RIS-ORANGIS,706.0,,3.0,Cinéma,1 - Grands centres urbains,48.64708023,2.40209595,11,Île-de-France,91,ESSONNE
91170,Cinéma,Calypso A,VIRY-CHÂTILLON,551.0,,3.0,Cinéma,1 - Grands centres urbains,48.68197517,2.37923662,11,Île-de-France,91,ESSONNE
91330,Cinéma,Cinema Paradiso (Ex-Studio 209),YERRES,214.0,,1.0,Cinéma,1 - Grands centres urbains,48.71513454,2.48872504,11,Île-de-France,91,ESSONNE
92160,Cinéma,Le Select,ANTONY,665.0,,4.0,Cinéma,1 - Grands centres urbains,48.75313169,2.3042761,11,Île-de-France,92,HAUTS-DE-SEINE
92600,Cinéma,L Alcazar,ASNIÈRES-SUR-SEINE,646.0,,4.0,Cinéma,1 - Grands centres urbains,48.90645157,2.2839189,11,Île-de-France,92,HAUTS-DE-SEINE
92140,Cinéma,Cinema Jeanne Moreau (Ex-Centre Culturel Jean Arp),CLAMART,176.0,,1.0,Cinéma,1 - Grands centres urbains,48.80315054,2.26412033,11,Île-de-France,92,HAUTS-DE-SEINE
92110,Cinéma,Cinema Rutebeuf,CLICHY,549.0,,1.0,Cinéma,1 - Grands centres urbains,48.90196,2.309342,11,Île-de-France,92,HAUTS-DE-SEINE
92260,Cinéma,Le Scarron,FONTENAY-AUX-ROSES,198.0,,1.0,Cinéma,1 - Grands centres urbains,48.79154297,2.28974801,11,Île-de-France,92,HAUTS-DE-SEINE
92120,Cinéma,Cine Montrouge,MONTROUGE,154.0,,1.0,Cinéma,1 - Grands centres urbains,48.81390294,2.31187392,11,Île-de-France,92,HAUTS-DE-SEINE
92170,Cinéma,Le Vanves,VANVES,192.0,,1.0,Cinéma,1 - Grands centres urbains,48.82185107,2.28743988,11,Île-de-France,92,HAUTS-DE-SEINE
92420,Cinéma,Le Normandy,VAUCRESSON,295.0,,2.0,Cinéma,1 - Grands centres urbains,48.83821686,2.15751192,11,Île-de-France,92,HAUTS-DE-SEINE
92410,Cinéma,Le Colombier,VILLE-D_AVRAY,279.0,,1.0,Cinéma,1 - Grands centres urbains,48.8261622,2.18996113,11,Île-de-France,92,HAUTS-DE-SEINE
93600,Cinéma,Ugc Cine Cite O parinor,AULNAY-SOUS-BOIS,2590.0,,14.0,Cinéma,1 - Grands centres urbains,48.95578792,2.47942192,11,Île-de-France,93,SEINE-SAINT-DENIS
93000,Cinéma,Magic Cinema,BOBIGNY,443.0,,2.0,Cinéma,1 - Grands centres urbains,48.90494,2.447393,11,Île-de-France,93,SEINE-SAINT-DENIS
93260,Cinéma,Theatre du Garde Chasse,LES_LILAS,308.0,,1.0,Cinéma,1 - Grands centres urbains,48.88192142,2.41954602,11,Île-de-France,93,SEINE-SAINT-DENIS
93190,Cinéma,Cine Municipal Yves Montand,LIVRY-GARGAN,264.0,,1.0,Cinéma,1 - Grands centres urbains,48.92574139,2.5456314,11,Île-de-France,93,SEINE-SAINT-DENIS
93500,Cinéma,Cine 104,PANTIN,457.0,,3.0,Cinéma,1 - Grands centres urbains,48.89153259,2.40809092,11,Île-de-France,93,SEINE-SAINT-DENIS
93210,Cinéma,Ecran,SAINT-DENIS,398.0,,2.0,Cinéma,1 - Grands centres urbains,48.93665555,2.35894373,11,Île-de-France,93,SEINE-SAINT-DENIS
94000,Cinéma,La Lucarne Mjc,CRÉTEIL,92.0,,1.0,Cinéma,1 - Grands centres urbains,48.77740623,2.46625202,11,Île-de-France,94,VAL-DE-MARNE
94260,Cinéma,M J C,FRESNES,158.0,,1.0,Cinéma,1 - Grands centres urbains,48.75279597,2.31307676,11,Île-de-France,94,VAL-DE-MARNE
94340,Cinéma,Salle Pierre Et Jacques Prevert (Ex -Salle des Congres),JOINVILLE-LE-PONT,300.0,,1.0,Cinéma,1 - Grands centres urbains,48.816711,2.468136,11,Île-de-France,94,VAL-DE-MARNE
94700,Cinéma,Theatre Claude debussy,MAISONS-ALFORT,406.0,,1.0,Cinéma,1 - Grands centres urbains,48.80095534,2.43014545,11,Île-de-France,94,VAL-DE-MARNE
94310,Cinéma,Salle Aragon,ORLY,388.0,,1.0,Cinéma,1 - Grands centres urbains,48.74499257,2.40834796,11,Île-de-France,94,VAL-DE-MARNE
94420,Cinéma,Espace Paul Valery,LE_PLESSIS-TRÉVISE,340.0,,1.0,Cinéma,1 - Grands centres urbains,48.805576,2.57780792,11,Île-de-France,94,VAL-DE-MARNE
94100,Cinéma,Les 4 delta 4,SAINT-MAUR-DES-FOSSÉS,886.0,,4.0,Cinéma,1 - Grands centres urbains,48.79344143,2.51484394,11,Île-de-France,94,VAL-DE-MARNE
94100,Cinéma,Le Lido,SAINT-MAUR-DES-FOSSÉS,425.0,,1.0,Cinéma,1 - Grands centres urbains,48.79868515,2.48612124,11,Île-de-France,94,VAL-DE-MARNE
94320,Cinéma,Pathe Belle Epine,THIAIS,3679.0,,16.0,Cinéma,1 - Grands centres urbains,48.75574256,2.37346739,11,Île-de-France,94,VAL-DE-MARNE
94290,Cinéma,Espace Culturel,VILLENEUVE-LE-ROI,448.0,,1.0,Cinéma,1 - Grands centres urbains,48.73555911,2.41712971,11,Île-de-France,94,VAL-DE-MARNE
95260,Cinéma,Beaumont Palace,BEAUMONT-SUR-OISE,353.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,49.14151978,2.28298943,11,Île-de-France,95,VAL-D OISE
95800,Cinéma,Ugc Cine Cite,CERGY,2788.0,,14.0,Cinéma,1 - Grands centres urbains,49.04795144,2.01233464,11,Île-de-France,95,VAL-D OISE
95240,Cinéma,Theatre du Cormier,CORMEILLES-EN-PARISIS,307.0,,1.0,Cinéma,1 - Grands centres urbains,48.9593441,2.19106973,11,Île-de-France,95,VAL-D OISE
95330,Cinéma,Espace Ermitage,DOMONT,282.0,,1.0,Cinéma,1 - Grands centres urbains,49.02976693,2.33392623,11,Île-de-France,95,VAL-D OISE
95600,Cinéma,L orange Bleue,EAUBONNE,345.0,,1.0,Cinéma,1 - Grands centres urbains,48.99238997,2.27823281,11,Île-de-France,95,VAL-D OISE
95140,Cinéma,Jacques Brel A,GARGES-LÈS-GONESSE,225.0,,1.0,Cinéma,1 - Grands centres urbains,48.97135651,2.39958664,11,Île-de-France,95,VAL-D OISE
95190,Cinéma,Theatre Sarah Bernhardt,GOUSSAINVILLE,562.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,49.03242,2.471796,11,Île-de-France,95,VAL-D OISE
95280,Cinéma,Centre Culturel,JOUY-LE-MOUTIER,346.0,,1.0,Cinéma,1 - Grands centres urbains,49.01093456,2.04294866,11,Île-de-France,95,VAL-D OISE
95370,Cinéma,Megarama,MONTIGNY-LÈS-CORMEILLES,1861.0,,8.0,Cinéma,1 - Grands centres urbains,48.99447455,2.19597707,11,Île-de-France,95,VAL-D OISE
95200,Cinéma,Cgr My Place Sarcelles,SARCELLES,1817.0,,10.0,Cinéma,1 - Grands centres urbains,48.98274095,2.3722277,11,Île-de-France,95,VAL-D OISE
97110,Cinéma,Rex ( Robin),POINTE-À-PITRE,838.0,,4.0,Cinéma,2 - Centres urbains intermédiaires,16.244283,-61.533849,1,Guadeloupe,971,GUADELOUPE
97129,Cinéma,Cine Theatre du Lamentin,LAMENTIN,326.0,,1.0,Cinéma,4 - Ceintures urbaines,14.627643,-60.988924,1,Guadeloupe,971,GUADELOUPE
97300,Cinéma,Cinema Eldorado,CAYENNE,296.0,,2.0,Cinéma,1 - Grands centres urbains,4.939628,-52.333803,3,Guyane,973,GUYANE
97400,Cinéma,Le Plaza Sd (Drotkowski),SAINT-DENIS,507.0,,2.0,Cinéma,1 - Grands centres urbains,-20.879155,55.44994,4,La Réunion,974,REUNION
45220,Cinéma,Vox,CHÂTEAU-RENARD,62.0,,1.0,Cinéma,6 - Rural à habitat dispersé,47.93146554,2.92827618,24,Centre-Val de Loire,45,LOIRET
45570,Cinéma,Le Club 2,DAMPIERRE-EN-BURLY,189.0,,1.0,Cinéma,6 - Rural à habitat dispersé,47.76274688,2.52617848,24,Centre-Val de Loire,45,LOIRET
45450,Cinéma,Circuit 2,FAY-AUX-LOGES,100.0,,1.0,Cinéma,5 - Bourgs ruraux,47.940501,2.182716,24,Centre-Val de Loire,45,LOIRET
46100,Cinéma,Charles Boyer,FIGEAC,317.0,,1.0,Cinéma,3 - Petites villes,44.60890557,2.0259648,76,Occitanie,46,LOT
46220,Cinéma,Cinema Louis Malle,PRAYSSAC,260.0,,1.0,Cinéma,5 - Bourgs ruraux,44.50293299,1.18740725,76,Occitanie,46,LOT
47700,Cinéma,L odyssee,CASTELJALOUX,185.0,,1.0,Cinéma,5 - Bourgs ruraux,44.31293643,0.08844322,75,Nouvelle-Aquitaine,47,LOT-ET-GARONNE
47500,Cinéma,Le Liberty 2,MONSEMPRON-LIBOS,312.0,,2.0,Cinéma,3 - Petites villes,44.481444,0.945323,75,Nouvelle-Aquitaine,47,LOT-ET-GARONNE
47500,Cinéma,Le Liberty 1,MONSEMPRON-LIBOS,312.0,,2.0,Cinéma,3 - Petites villes,44.48148376,0.94579431,75,Nouvelle-Aquitaine,47,LOT-ET-GARONNE
47300,Cinéma,Cyrano,VILLENEUVE-SUR-LOT,676.0,,6.0,Cinéma,2 - Centres urbains intermédiaires,44.40894854,0.70396446,75,Nouvelle-Aquitaine,47,LOT-ET-GARONNE
48200,Cinéma,Le Cine Theatre,SAINT-CHÉLY-D_APCHER,152.0,,1.0,Cinéma,5 - Bourgs ruraux,44.80342692,3.27592328,76,Occitanie,48,LOZERE
49410,Cinéma,Cine Glonne,MAUGES-SUR-LOIRE,192.0,,1.0,Cinéma,5 - Bourgs ruraux,47.363746,-1.016459,52,Pays de la Loire,49,MAINE-ET-LOIRE
49410,Cinéma,Grand Ecran,MAUGES-SUR-LOIRE,134.0,,1.0,Cinéma,5 - Bourgs ruraux,47.359284,-0.860039,52,Pays de la Loire,49,MAINE-ET-LOIRE
49130,Cinéma,Cineville,LES_PONTS-DE-CÉ,1499.0,,8.0,Cinéma,1 - Grands centres urbains,47.43308079,-0.49949412,52,Pays de la Loire,49,MAINE-ET-LOIRE
49500,Cinéma,Le Maingue,SEGRÉ-EN-ANJOU_BLEU,375.0,,3.0,Cinéma,5 - Bourgs ruraux,47.68566589,-0.86680223,52,Pays de la Loire,49,MAINE-ET-LOIRE
49310,Cinéma,Cine fil,LYS-HAUT-LAYON,204.0,,1.0,Cinéma,6 - Rural à habitat dispersé,47.14719306,-0.53746863,52,Pays de la Loire,49,MAINE-ET-LOIRE
50230,Cinéma,Cinema de L espace,AGON-COUTAINVILLE,79.0,,1.0,Cinéma,5 - Bourgs ruraux,49.04875309,-1.59584292,28,Normandie,50,MANCHE
50260,Cinéma,Le Donjon,BRICQUEBEC-EN-COTENTIN,203.0,,1.0,Cinéma,5 - Bourgs ruraux,49.47209804,-1.63119915,28,Normandie,50,MANCHE
50400,Cinéma,Select,GRANVILLE,514.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,48.83783849,-1.59454726,28,Normandie,50,MANCHE
50590,Cinéma,Cinema de La Plage,HAUTEVILLE-SUR-MER,282.0,,2.0,Cinéma,6 - Rural à habitat dispersé,48.977726,-1.557167,28,Normandie,50,MANCHE
50250,Cinéma,Rialto,LA_HAYE,250.0,,1.0,Cinéma,6 - Rural à habitat dispersé,49.288956,-1.544392,28,Normandie,50,MANCHE
50600,Cinéma,Rex,SAINT-HILAIRE-DU-HARCOUËT,395.0,,1.0,Cinéma,5 - Bourgs ruraux,48.576008,-1.09371,28,Normandie,50,MANCHE
51100,Cinéma,Opera,REIMS,607.0,,5.0,Cinéma,1 - Grands centres urbains,49.253618,4.027718,44,Grand Est,51,MARNE
52400,Cinéma,Casino de Bourbonne,BOURBONNE-LES-BAINS,150.0,,1.0,Cinéma,5 - Bourgs ruraux,47.95047641,5.7471467,44,Grand Est,52,HAUTE-MARNE
53500,Cinéma,Le Majestic,ERNÉE,254.0,,1.0,Cinéma,5 - Bourgs ruraux,48.29849221,-0.93594902,52,Pays de la Loire,53,MAYENNE
54114,Cinéma,Foyer Rural,JEANDELAINCOURT,100.0,,1.0,Cinéma,6 - Rural à habitat dispersé,48.842059,6.241568,44,Grand Est,54,MEURTHE-ET-MOSELLE
54200,Cinéma,Citea (Ex-Cine Clair),TOUL,246.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,48.67595701,5.89298377,44,Grand Est,54,MEURTHE-ET-MOSELLE
54190,Cinéma,Rio,VILLERUPT,127.0,,1.0,Cinéma,4 - Ceintures urbaines,49.46924026,5.92803886,44,Grand Est,54,MEURTHE-ET-MOSELLE
56750,Cinéma,Les Cardinaux,DAMGAN,151.0,,1.0,Cinéma,6 - Rural à habitat dispersé,47.52064839,-2.5811557,53,Bretagne,56,MORBIHAN
56320,Cinéma,Cine Elle Le Faouet,LE_FAOUËT,192.0,,1.0,Cinéma,6 - Rural à habitat dispersé,48.03408049,-3.48849096,53,Bretagne,56,MORBIHAN
56110,Cinéma,Jeanne D Arc,GOURIN,227.0,,1.0,Cinéma,5 - Bourgs ruraux,48.1401229,-3.60806317,53,Bretagne,56,MORBIHAN
56160,Cinéma,Salle Roch,GUÉMENÉ-SUR-SCORFF,201.0,,1.0,Cinéma,5 - Bourgs ruraux,48.0649211,-3.20822258,53,Bretagne,56,MORBIHAN
56190,Cinéma,Salle Jeanne D Arc,MUZILLAC,186.0,,1.0,Cinéma,5 - Bourgs ruraux,47.555803,-2.484734,53,Bretagne,56,MORBIHAN
56800,Cinéma,Cinelac,PLOËRMEL,794.0,,5.0,Cinéma,3 - Petites villes,47.93675059,-2.40325895,53,Bretagne,56,MORBIHAN
56130,Cinéma,La Couronne,LA_ROCHE-BERNARD,260.0,,2.0,Cinéma,5 - Bourgs ruraux,47.51776016,-2.3002943,53,Bretagne,56,MORBIHAN
56000,Cinéma,Garenne,VANNES,813.0,,5.0,Cinéma,1 - Grands centres urbains,47.65477361,-2.7559489,53,Bretagne,56,MORBIHAN
57130,Cinéma,Union,ARS-SUR-MOSELLE,194.0,,1.0,Cinéma,4 - Ceintures urbaines,49.07581911,6.07895821,44,Grand Est,57,MOSELLE
57390,Cinéma,Cine Audun,AUDUN-LE-TICHE,134.0,,1.0,Cinéma,4 - Ceintures urbaines,49.47048611,5.95742788,44,Grand Est,57,MOSELLE
57800,Cinéma,Mega Kine,FREYMING-MERLEBACH,2474.0,,10.0,Cinéma,2 - Centres urbains intermédiaires,49.14053686,6.80267342,44,Grand Est,57,MOSELLE
57500,Cinéma,Francois Truffaut,SAINT-AVOLD,160.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,49.10490509,6.70010156,44,Grand Est,57,MOSELLE
57400,Cinéma,Cine Sar (Ex-Le Lorrain),SARREBOURG,853.0,,5.0,Cinéma,2 - Centres urbains intermédiaires,48.73625622,7.05502771,44,Grand Est,57,MOSELLE
58300,Cinéma,Cineal,DECIZE,345.0,,2.0,Cinéma,3 - Petites villes,46.83110632,3.4600016,27,Bourgogne-Franche-Comté,58,NIEVRE
58170,Cinéma,Vox,LUZY,178.0,,1.0,Cinéma,5 - Bourgs ruraux,46.79000526,3.96979548,27,Bourgogne-Franche-Comté,58,NIEVRE
58360,Cinéma,Select Cine,SAINT-HONORÉ-LES-BAINS,179.0,,1.0,Cinéma,6 - Rural à habitat dispersé,46.9049512,3.8428535,27,Bourgogne-Franche-Comté,58,NIEVRE
59580,Cinéma,Ideal Cinema,ANICHE,206.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,50.33114,3.252155,32,Hauts-de-France,59,NORD
59491,Cinéma,Ugc Cine Cite,VILLENEUVE-D_ASCQ,2835.0,,12.0,Cinéma,1 - Grands centres urbains,50.61578882,3.12534846,32,Hauts-de-France,59,NORD
59440,Cinéma,Cameo,AVESNES-SUR-HELPE,234.0,,2.0,Cinéma,3 - Petites villes,50.1245947,3.92668086,32,Hauts-de-France,59,NORD
59360,Cinéma,Select,LE_CATEAU-CAMBRÉSIS,178.0,,1.0,Cinéma,3 - Petites villes,50.1062939,3.54492727,32,Hauts-de-France,59,NORD
59540,Cinéma,Millenium,CAUDRY,598.0,,2.0,Cinéma,2 - Centres urbains intermédiaires,50.127719,3.415275,32,Hauts-de-France,59,NORD
59130,Cinéma,Cine Lambersart,LAMBERSART,181.0,,1.0,Cinéma,1 - Grands centres urbains,50.65114942,3.02767214,32,Hauts-de-France,59,NORD
59660,Cinéma,Espace Culturel Robert Hossein,MERVILLE,305.0,,1.0,Cinéma,3 - Petites villes,50.6409242,2.63729261,32,Hauts-de-France,59,NORD
59242,Cinéma,Olympia Cine,TEMPLEUVE-EN-PÉVÈLE,126.0,,1.0,Cinéma,3 - Petites villes,50.52636347,3.16982392,32,Hauts-de-France,59,NORD
59200,Cinéma,Studios du Fresnoy Salle,TOURCOING,299.0,,2.0,Cinéma,1 - Grands centres urbains,50.70001723,3.1548772,32,Hauts-de-France,59,NORD
60000,Cinéma,Agnes Varda,BEAUVAIS,205.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,49.43798204,2.09962668,32,Hauts-de-France,60,OISE
61800,Cinéma,Le Normandy,TINCHEBRAY-BOCAGE,280.0,,1.0,Cinéma,5 - Bourgs ruraux,48.763163,-0.732609,28,Normandie,61,ORNE
62000,Cinéma,Cinemovida,ARRAS,679.0,,6.0,Cinéma,1 - Grands centres urbains,50.29185,2.780997,32,Hauts-de-France,62,PAS-DE-CALAIS
63770,Cinéma,Cinema de La Viouze,LES_ANCIZES-COMPS,347.0,,1.0,Cinéma,6 - Rural à habitat dispersé,45.93004504,2.83663038,84,Auvergne-Rhône-Alpes,63,PUY-DE-DOME
63100,Cinéma,Le Paris,CLERMONT-FERRAND,1162.0,,7.0,Cinéma,1 - Grands centres urbains,45.77463356,3.08042735,84,Auvergne-Rhône-Alpes,63,PUY-DE-DOME
63100,Cinéma,Jaude,CLERMONT-FERRAND,768.0,,7.0,Cinéma,1 - Grands centres urbains,45.77645,3.08216,84,Auvergne-Rhône-Alpes,63,PUY-DE-DOME
63200,Cinéma,Cinema Arcadia,RIOM,542.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,45.894648,3.119978,84,Auvergne-Rhône-Alpes,63,PUY-DE-DOME
64600,Cinéma,Moncine,ANGLET,1095.0,,7.0,Cinéma,1 - Grands centres urbains,43.48361471,-1.50633335,75,Nouvelle-Aquitaine,64,PYRENEES-ATLANTIQUES
64100,Cinéma,L atalante,BAYONNE,400.0,,3.0,Cinéma,1 - Grands centres urbains,43.49550758,-1.47138175,75,Nouvelle-Aquitaine,64,PYRENEES-ATLANTIQUES
64130,Cinéma,Maule Baitha,MAULÉON-LICHARRE,416.0,,2.0,Cinéma,5 - Bourgs ruraux,43.22119995,-0.89006206,75,Nouvelle-Aquitaine,64,PYRENEES-ATLANTIQUES
64500,Cinéma,Le Select,SAINT-JEAN-DE-LUZ,775.0,,5.0,Cinéma,2 - Centres urbains intermédiaires,43.38788326,-1.6599229,75,Nouvelle-Aquitaine,64,PYRENEES-ATLANTIQUES
64220,Cinéma,Le Vauban,SAINT-JEAN-PIED-DE-PORT,300.0,,1.0,Cinéma,5 - Bourgs ruraux,43.16402,-1.237591,75,Nouvelle-Aquitaine,64,PYRENEES-ATLANTIQUES
65400,Cinéma,Casino,ARGELÈS-GAZOST,288.0,,1.0,Cinéma,5 - Bourgs ruraux,43.00537603,-0.09627066,76,Occitanie,65,HAUTES-PYRENEES
65710,Cinéma,Le Maintenon,BAGNÈRES-DE-BIGORRE,116.0,,1.0,Cinéma,3 - Petites villes,43.06366568,0.15176056,76,Occitanie,65,HAUTES-PYRENEES
65130,Cinéma,Casino,CAPVERN,99.0,,1.0,Cinéma,6 - Rural à habitat dispersé,43.11961226,0.30989225,76,Occitanie,65,HAUTES-PYRENEES
65230,Cinéma,Le Magnoac,CIZOS,116.0,,1.0,Cinéma,7 - Rural à habitat très dispersé,43.26770906,0.50695542,76,Occitanie,65,HAUTES-PYRENEES
65220,Cinéma,Le Lalano,LALANNE-TRIE,252.0,,1.0,Cinéma,7 - Rural à habitat très dispersé,43.31079412,0.33309455,76,Occitanie,65,HAUTES-PYRENEES
65100,Cinéma,Le Pax,LOURDES,492.0,,3.0,Cinéma,2 - Centres urbains intermédiaires,43.102921,-0.039469,76,Occitanie,65,HAUTES-PYRENEES
65100,Cinéma,Le Majestic,LOURDES,249.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,43.09819874,-0.04529634,76,Occitanie,65,HAUTES-PYRENEES
65170,Cinéma,Le Lary,SAINT-LARY-SOULAN,364.0,,2.0,Cinéma,6 - Rural à habitat dispersé,42.81533398,0.31888469,76,Occitanie,65,HAUTES-PYRENEES
66400,Cinéma,Ceretan,CÉRET,170.0,,1.0,Cinéma,3 - Petites villes,42.48641296,2.74966401,76,Occitanie,66,PYRENEES-ORIENTALES
66340,Cinéma,Le Puigmal,OSSÉJA,216.0,,1.0,Cinéma,5 - Bourgs ruraux,42.41552228,1.98165825,76,Occitanie,66,PYRENEES-ORIENTALES
66350,Cinéma,Salle des Fetes,TOULOUGES,100.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,42.666461,2.836131,76,Occitanie,66,PYRENEES-ORIENTALES
67240,Cinéma,Centre Culturel Claude Vigee,BISCHWILLER,214.0,,1.0,Cinéma,2 - Centres urbains intermédiaires,48.76785003,7.85240382,44,Grand Est,67,BAS-RHIN
67190,Cinéma,Salle du Foyer Communal,DINSHEIM-SUR-BRUCHE,250.0,,1.0,Cinéma,4 - Ceintures urbaines,48.539414,7.423392,44,Grand Est,67,BAS-RHIN
68680,Cinéma,Espace Rhenan,KEMBS,244.0,,1.0,Cinéma,5 - Bourgs ruraux,47.66894323,7.49715196,44,Grand Est,68,HAUT-RHIN
68370,Cinéma,Le Cercle,ORBEY,186.0,,1.0,Cinéma,5 - Bourgs ruraux,48.1260538,7.16323788,44,Grand Est,68,HAUT-RHIN
